"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1622|""Pharmacovigilance: adverse events -TRANSPERFECT TRANSLATIONS INTERNATIONAL INC""|""CF R&D""|""Malone"," Kristin""|""2019-10-17 05:02:38""|""Radenkovic"," Rastko""|""R&D""|""""|""PG@TRANSPERFECT.COM""|""Consumer""|""""|""C017""|""Leverage/Optimize""|""""|""Response to consumers related to specific adverse events/complaints""|""Digital""|""Application""|""1""|""15144023.0""|""TRANSPERFECT TRANSLATIONS INTERNATIONAL INC""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""1""|""1""|""0""|""0""|""0""|""1""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""A266B61058A61A6A;#12930""|""C3DB (in MEGA reporting tool); TrackWise CCM (in MEGA Quality Assurance Application)""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-11 16:52:51""",,,,,,,,,,,,,,,,,,,,,,,,,
"1623|""Greensboro PHC - shirt orders/distribution at site""|""Greensboro Swing Road Plant""|""Lombard"," Yasmine""|""2019-10-16 13:41:48""|""Allen"," Alphonso""|""*Intentionally left blank""|""GREENSBORO SWING ROAD PLANT;#144""|""""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""We collect names and sizes so that we can order and distribute shirts on site.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 09:42:58""",,,,,,,,,,,,,,,,,,,,,,,,
"1624|""Boston - medical records for physical therapy""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:23""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""peter.stone39@gmail.com""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Vendor provides physical therapy services onsite and create/maintains physical medical records for those who engage in physical therapy""|""Paper""|""""|""1""|""15218656.0""|""Peter L Stone""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:26""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1625|""Boston - medical records for eye care at site - Wink""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:27""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""drtfarra@winkboston.com""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Vendor provides optometrist services to site; medical records are documented and maintained by P&G onsite""|""Paper""|""""|""1""|""15296822.0""|""WINK EYECARE INC WINK EYECARE"," INC.""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:29""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1626|""Boston - medical records for eye care at site - Robert Dunphy""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:30""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""Robert.Dunphy@va.gov""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Vendor provides optometrist services to site; medical records are documented and maintained by P&G onsite""|""Paper""|""""|""1""|""15158203.0""|""ROBERT W DUNPHY""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:30""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1627|""Boston - medical records for eye care at site - Commonweath Optician""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:34""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""optsb2@verizon.net""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Vendor provides optician services to site; medical records are documented and maintained by P&G onsite""|""Paper""|""""|""1""|""20587957.0""|""COMMONWEALTH OPTICIANS WILLIAM F CARLETON JR""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:32""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1628|""Boston - temporary nursing help""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:36""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""nancy@occhealthconnections.com""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Nurses process medical records while providing nursing services to site""|""Other""|""Support Service""|""1""|""20591171.0""|""OCCUPATIONAL HEALTH CONNECTIONS INC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:32""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1629|""Boston - medical lab services - Quest Diagnostics""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:39""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""Robert.h.pike@questdiagnostics.com""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Vendor - Quest - processes laboratory orders and samples from the site and returns test results to medical team through their site""|""Digital""|""Application""|""1""|""15219136.0""|""QUEST DIAGNOSTICS""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:33""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1630|""Boston - personal medical records - Cerner""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:36:41""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""Jeff.A.Brown@Cerner.com""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Personal medical records unconnected to occupational health are stored in Cerner online application""|""Digital""|""Application""|""1""|""20591503.0""|""CERNER HEALTHCARE SOLUTIONS INC""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite007""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:36""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1631|""Boston - personal medical records - Paper""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:35:54""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Personal medical records unconnected to occupational health are stored in paper format in locked office with access by limited P&G medical personnel""|""Paper""|""""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite008""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:36""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1632|""Boston - occupational health medical records""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:35:49""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Occupational health medical records prior to OHM are retained indefinitely in paper format.  These files may transfer to health services at another P&G site when the employee transfers and the file is requested""|""Paper""|""""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite009""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:37""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1633|""Boston - Pulmonary Function Test software""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:35:47""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Personal data is entered into the machine software in order to run the test.  Data remains in the software.  Site medical enters the data into OHM manually.""|""Digital""|""Application""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""NDD (New Diagnostic Design)""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite010""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:38""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1634|""Boston - EKG machine""|""Boston Plant""|""Haugen"," Richard""|""2019-10-15 09:35:45""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""""|""Employee""|""""|""E004""|""Leverage/Optimize""|""""|""Personal data is entered (name", DOB," male/female) into the machine which performs the medical test and stores the result""|""Digital""|""Application""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""Welch Allen""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:41""",,,,,,,,,,,,,,,,,,,,,,,,,
"1635|""Boston - employee list for safety shoe eligibility""|""Boston Plant""|""Gassman"," Michelle""|""2019-10-15 09:35:42""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""""|""Employee""|""""|""E440""|""Leverage/Optimize""|""""|""P&G gives a list of names to the shoe truck so they can confirm eligibility when people go to the truck on site.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite012""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:41""",,,,,,,,,,,,,,,,,,,,,,,,
"1636|""Boston - uniforms""|""Boston Plant""|""Gleason"," Erik""|""2019-10-15 09:35:42""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""hilary@cityapparel.net""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""Uniforms come from City Apparel and they have names and sizes.  P&G does not transfer PII.  Employees go onto City Apparel site and enter their own data with the vendor.""|""Digital""|""Website""|""1""|""15162986.0""|""City apparel inc""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite013""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:44""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1637|""Boston - Tide Dry Cleaners onsite""|""BOSTON GO & TECH CENTER""|""Reis"," Heather""|""2019-10-15 09:35:38""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""carianne@usetidecleaners.com""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""Tide Dry Cleaners - lockers on site.  Employees download an app and enter their personal info. directly with Tide Dry Cleaners.  Name + credit card""|""Digital""|""Application""|""1""|""0.0""|""Tide Dry Cleaners""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:44""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1638|""Boston - TAOS Scheduling System""|""BOSTON GO & TECH CENTER""|""Fiore"," Monya""|""2019-10-17 05:02:38""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""sschwartzburt@theartofshaving.com""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""TAOS (Haircuts & Shaves) - retail store onsite; employees and contractors book appointments through P&G's Resource Scheduler or directly in the store""|""Digital""|""Application""|""1""|""0.0""|""The Art of Shaving""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""FD195E4F4E661FFF;#13630""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:45""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1639|""Boston - Fitness Center & Massage Services""|""BOSTON GO & TECH CENTER""|""Reis"," Heather""|""2019-10-15 09:35:29""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""john.roberts@sodexo.com""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""Vendor Sodexo runs the fitness center", processing all personal information required for access and use of center," as well as credit cards for payment""|""Other""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite016""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:46""",,,,,,,,,,,,,,,,,,,,,,,,
"1640|""Boston - back up child care provider""|""BOSTON GO & TECH CENTER""|""Kourafas"," Gael""|""2019-10-15 09:35:27""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""jtarbell@care.com""|""Employee""|""""|""E170""|""Leverage/Optimize""|""""|""Vendor Care.com provides backup childcare services to employees who exercise this benefit.  P&G transfers name + tnumber so that care.com can confirm benefits eligibility.  Employees provide other data directly to care.com as needed by that Service""|""Other""|""Support Service""|""1""|""0.0""|""Paid through Corbus - Care.com""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:47""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1641|""Boston - site parking""|""Boston Plant""|""Dion"," John""|""2019-10-17 05:02:37""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""robert.baker2@sodexo.com""|""Employee""|""""|""E210""|""Leverage/Optimize""|""""|""Vendor Sodexo manages parking for the site and processes name"," make/model/color of car and car license plate numbers for permission to park on the lot and in case we need to move the vehicle for any reason and the person cannot be reached""|""Other""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""F521F6E8541F2177;#13585""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite018""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:49""",,,,,,,,,,,,,,,,,,,,,,,,,
