"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"919|""Digital Media - 8700""|""Oral Care""|""Minniear"," Todd""|""2019-09-26 10:47:01""|""Minniear"," Todd""|""MKT""|""""|""""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""See H - Internal""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:15""",,,,,,,,,,,,,,,,,,,,
"920|""Digital Media Oral Care media group""|""Oral Care""|""Davis"," Christie""|""2019-09-13 04:50:07""|""Radenkovic"," Rastko""|""MKT""|""""|""""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""See H - Internal""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare012""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:15""",,,,,,,,,,,,,,,,,,,,
"921|""Digital Media MMI""|""Oral Care""|""Vincent"," Sara""|""2019-09-24 15:35:33""|""Hayden"," Barbara""|""MKT""|""""|""Jason Tinnel <Jason.Tinnel@mmiagency.com>""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""See H. Supplier is controller or processor depending on execution""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15314240""|""MMI""|""To be clarified""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare013""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:18""",,,,,,,,,,,,,,,,,,,,
"922|""Digital Media New Engen""|""Oral Care""|""Chang"," Maggie""|""2019-09-24 15:35:33""|""Hayden"," Barbara""|""MKT""|""""|""Nick Zaggy <nzaggy@newengen.com>""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""See H. Supplier is controller or processor depending on execution""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15328196""|""New Engen""|""To be clarified""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:18""",,,,,,,,,,,,,,,,,,,,
"923|""DTC Payment solution""|""Oral Care""|""Vallejos"," Joel""|""2019-09-13 04:50:09""|""Radenkovic"," Rastko""|""F&A""|""""|""""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""Process DTC payments""|""Digital""|""Application""|""1""|""15341419""|""PayPal""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:19""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"924|""Oral B mobile app""|""Oral Care""|""Kazanowska"," Aleksandra""|""2019-09-25 09:27:02""|""Kazanowska"," Aleksandra""|""IT""|""""|""N/A (developed internally)""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""C019""|""Design/Build""|""""|""Store brushing behavior and provide coaching""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare016""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:20""",,,,,,,,,,,,,,,,,,,,,,,,,,
"925|""Oral B mobile app""|""Oral Care""|""Kazanowska"," Aleksandra""|""2019-09-25 09:27:05""|""Kazanowska"," Aleksandra""|""IT""|""""|""Anna.Lupanova@iconmobile.com"," Marco Kohm Marco.Kohm@iconmobile.com""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""C019""|""Leverage/Optimize""|""""|""Store brushing behavior and provide coaching - Transitioning to Alchemy by end of FY 19/20""|""Digital""|""Application""|""1""|""15253677""|""Iconmobile Gmbh""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:22""",,,,,,,,,,,,,,,,,,,,,,,,,
"926|""Brushly mobile app""|""Oral Care""|""Duff"," Jason""|""2019-09-13 04:50:11""|""Radenkovic"," Rastko""|""MKT""|""""|""Joanne Huang <joanne@pilot44.com>""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""C019""|""Leverage/Optimize""|""""|""Mobile app pilot to track power brush usage and issue rewards for consumer brushing""|""Digital""|""Application""|""1""|""15294558""|""Pilot 44""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare018""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:23""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"927|""Turing mobile app data collection""|""Oral Care""|""Schwing"," Patrick""|""2019-09-13 04:50:12""|""Radenkovic"," Rastko""|""MKT""|""""|""""|""Consumer""|""Creation and Management of Incentives (coupons", rewards," refunds)""|""C019""|""Leverage/Optimize""|""""|""Mobile app to set-up new power brush bases on home Wi-FI - internal via Alchemy""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare019""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:24""",,,,,,,,,,,,,,,,,,,,,,,,
"928|""Turing brush data transmission""|""Oral Care""|""Schwing"," Patrick""|""2019-09-13 04:50:13""|""Radenkovic"," Rastko""|""IT""|""""|""""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""C027""|""Leverage/Optimize""|""""|""Transmit data to the IOT Cloud - Internal or leverage external transmission service""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare020""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:25""",,,,,,,,,,,,,,,,,,,,,,,
"929|""Oral Care Physical Store""|""Oral Care""|""Duff"," Jason""|""2019-09-13 04:50:15""|""Radenkovic"," Rastko""|""MKT""|""""|""Aaron Rutherford <aaron@pilot44.com>""|""Consumer""|""""|""G999""|""Leverage/Optimize""|""""|""Pilot selling Oral Care products via mall kiosk or pop-up location""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15294558""|""Pilot 44""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare021""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:27""",,,,,,,,,,,,,,,,,,,,,,,,
"930|""Warranty Extension Oral B""|""Oral Care""|""Kirkland"," Danny""|""2019-09-13 04:50:14""|""Radenkovic"," Rastko""|""MKT""|""""|""Bryn Troll <bryn.troll@peppromotions.com> & Turner"," Darren <dturner@theacsadvantage.com>""|""Consumer""|""Creation and Management of Incentives (coupons", rewards," refunds)""|""C031""|""Leverage/Optimize""|""""|""PEP uses Archer""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15093024""|""Archer (via PEP)""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare022""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:29""",,,,,,,,,,,,,,,,,,,
"931|""Oral Care legal matters""|""Oral Care""|""Allshousehutchens"," Jacqueline""|""2019-09-24 15:35:34""|""Hayden"," Barbara""|""LEG""|""""|""""|""Consumer""|""""|""C034""|""Leverage/Optimize""|""""|""TBD""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare023""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:29""",,,,,,,,,,,,,,,,,,,,,,,,
"932|""DTC landing page""|""Oral Care""|""Minniear"," Todd""|""2019-09-26 13:54:20""|""Kirkland"," Danny""|""MKT""|""""|""""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""Build and test multiple landing pages""|""Digital""|""Application""|""1""|""15323946""|""Unbounce""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare024""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:31""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"933|""Bzzagent""|""Oral Care""|""Chang"," Maggie""|""2019-09-24 15:35:34""|""Hayden"," Barbara""|""MKT""|""""|""Jenni Jacobs <Jenni.Jacobs@us.dunnhumby.com>""|""Consumer""|""Management of WOM by 3rd party (may not be opted)""|""C014""|""Leverage/Optimize""|""""|""Pre-seed initiatives via WOM and pre-seed Ratings & Reviews""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15306963""|""Dunhumby""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare025""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:33""",,,,,,,,,,,,,,,,,,,,,,,
"934|""Terracycle""|""Oral Care""|""Chang"," Maggie""|""2019-09-24 15:00:36""|""Weiss"," Linda""|""MKT""|""""|""Marielle Christie <marielle.christie@terracycle.com>""|""Consumer""|""Brand Public Relations", Celebrity and Talent Management (database, recruitment," or execution)""|""C018""|""Leverage/Optimize""|""""|""They take care of shipping and handling/returns of product to be recycled (inclusive of addresses/names)""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15296941""|""Terracycle""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare026""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:33""",,,,,,,,,,,,,,,,,,,,
"935|""OralB Mobile App Weather Data""|""Oral Care""|""Apostoli"," Mariaalejandra""|""2019-09-24 15:35:34""|""Hayden"," Barbara""|""MKT""|""""|""Ian_Mcintyre@SHI.com""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""G999""|""Leverage/Optimize""|""""|""Provide geo-located weather service""|""Digital""|""Support Service""|""1""|""""|""STI""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare027""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:34""",,,,,,,,,,,,,,,,,,,,,,,,,,
"936|""NA Professional Oral Health Business Intelligence Data Warehouse""|""Oral Care""|""Naykki"," Chris""|""2019-09-13 04:50:19""|""Radenkovic"," Rastko""|""CBD""|""""|""Carletta Lewis <carletta.lewis@acxiom.com>""|""Other""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C023""|""Leverage/Optimize""|""""|""The POH Data warehouse consolidates data from Salesforce and our B2B eCommerce application to help form a 360 degree view of the office. In addition"," it is our official reporting system to measure shipments and calls at a territory level.""|""Digital""|""Application""|""1""|""20191869""|""Acxiom""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare028""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:36""",,,,,,,,,,,,,,,,,,,,,,,,
"937|""NA Professional Oral Health Reporting Application""|""Oral Care""|""Naykki"," Chris""|""2019-09-13 04:50:20""|""Radenkovic"," Rastko""|""CBD""|""""|""Murali Swamy <Murali.swamy@vertexcs.com>""|""Other""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C023""|""Leverage/Optimize""|""""|""The POH Reporting applications include both Excel Macros and Tableau"," but also include integration applications such as Alteryx and Relational Junctin. These applications connect to our BI Data Warehouse and present reports and/or dashboards to our users.""|""Digital""|""Application""|""1""|""15035494""|""Vertex""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KirklandDanny2019-09-05OralCare029""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 10:21:38""",,,,,,,,,,,,,,,,,,,,,,,,
"938|""Media - NA Performance Marketing Activity via Hearts""|""Brand Operations""|""Hoenig"," Lauren""|""2019-09-24 15:21:36""|""Weiss"," Linda""|""MKT""|""""|""""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""""|""Digital""|""Support Service""|""1""|""15313660""|""Hearts & Science""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KimbleKaneeta2019-09-05BrandOps001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 14:40:51""",,,,,,,,,,,,,,,,,,,,,,,,
"939|""Media - NA Performance Marketing Activity via Carat""|""Brand Operations""|""Hoenig"," Lauren""|""2019-09-24 15:21:45""|""Weiss"," Linda""|""MKT""|""""|""""|""Consumer""|""Media Advertising Planning", Execution," Performance Reporting and Measurement""|""C022""|""Leverage/Optimize""|""""|""""|""Digital""|""Support Service""|""1""|""15096568""|""Carat""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""KimbleKaneeta2019-09-05BrandOps002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-06 14:40:54""",,,,,,,,,,,,,,,,,,,,,,,,
